GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Kylin - Core Metadata,org.apache.kylin.metadata.acl,TableACL.TableBlackList,0,33,0,0,0,9,0,6,0,6
Apache Kylin - Core Metadata,org.apache.kylin.metadata.acl,TableACLManager.new CachedCrudAssist() {...},17,0,0,0,3,0,2,0,2,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.acl,TableACL.TableACLEntry,56,156,8,16,11,36,8,14,2,8
Apache Kylin - Core Metadata,org.apache.kylin.metadata.acl,TableACL,42,103,2,4,8,23,7,11,6,9
Apache Kylin - Core Metadata,org.apache.kylin.metadata.acl,UserGroup,69,0,4,0,12,0,7,0,5,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.acl,TableACLManager.TableACLSyncListener,32,0,2,0,7,0,3,0,2,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.acl,TableACLManager,206,0,4,0,43,0,15,0,13,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,DoubleDeltaSerializer,29,426,12,34,2,94,12,23,1,11
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNMeasureType,721,12,106,0,152,5,73,3,20,3
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNCounter,134,405,26,42,26,104,26,29,3,18
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNMeasureType.Factory,0,14,0,0,0,5,0,5,0,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNCounterSerializer,76,143,4,6,14,32,8,5,5,3
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNMeasureType.new MeasureType.IAdvMeasureFiller() {...},105,0,4,0,18,0,6,0,4,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNMeasureType.new MeasureIngester() {...},372,0,28,0,65,0,19,0,5,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNMeasureType.new CapabilityResult.CapabilityInfluence() {...},14,0,0,0,3,0,3,0,3,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNMeasureType.new CapabilityResult.CapabilityInfluence() {...},31,0,4,0,7,0,5,0,3,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,TopNAggregator,90,0,2,0,24,0,8,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.topn,Counter,46,23,0,0,13,10,5,5,5,5
Apache Kylin - Core Metadata,org.apache.kylin.metadata.util,ModelUtil,69,0,0,0,16,0,5,0,5,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.util,ModelUtil.WhereColumnVerify,117,0,6,0,23,0,9,0,6,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.util,ModelUtil.SqlVerify,26,0,0,0,8,0,2,0,2,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,Broadcaster.Listener,5,3,0,0,5,1,5,1,5,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,Broadcaster,149,373,24,29,43,79,27,24,7,16
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,Broadcaster.BroadcastEvent,97,40,16,0,23,11,13,6,5,6
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,Broadcaster.DefaultSyncErrorHandler,35,3,2,0,10,1,3,1,2,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,Broadcaster.1.new Runnable() {...},2,63,0,0,1,8,0,2,0,2
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,Broadcaster.new Runnable() {...},5,110,5,9,1,20,4,5,0,2
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,Broadcaster.Event,25,48,4,0,4,6,3,3,1,3
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,CaseInsensitiveStringCache,0,19,0,0,0,6,0,3,0,3
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,AbstractCache,0,13,0,0,0,5,0,2,0,2
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,SingleValueCache,18,96,1,3,5,23,4,11,3,10
Apache Kylin - Core Metadata,org.apache.kylin.metadata.cachesync,CachedCrudAssist,261,359,18,16,42,69,21,15,6,13
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,DenseRegister,28,200,8,26,8,44,9,20,1,11
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,SingleValueRegister,45,105,11,15,11,32,12,15,2,12
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,RegisterType,0,34,0,0,0,2,0,1,0,1
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCAggregator,50,27,7,1,15,8,8,3,4,3
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCounter.HLLCSnapshot,0,158,0,12,0,27,0,8,0,2
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,SparseRegister,38,184,15,21,10,40,14,16,1,11
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLDistinctCountAggFunc,83,0,12,0,23,0,13,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCSerializer,108,0,6,0,27,0,11,0,8,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCounterOld.HLLCSnapshot,9,106,3,5,2,17,2,4,0,2
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCMeasureType.Factory,0,14,0,0,0,5,0,5,0,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCounter,230,712,30,81,44,163,34,59,9,27
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLDistinctCountAggFunc.FixedValueHLLCMockup,128,0,10,0,32,0,15,0,10,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCMeasureType,52,20,8,0,12,7,9,5,5,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCounterOld,502,253,65,29,112,61,53,23,18,11
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HLLCMeasureType.new MeasureIngester() {...},10,76,0,12,2,15,1,8,1,2
Apache Kylin - Core Metadata,org.apache.kylin.measure.hllc,HyperLogLogPlusTable,15,23105,3,9,2,27,4,10,2,6
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,RoaringBitmapCounterFactory,5,24,0,0,1,6,1,4,1,4
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapAggregator,17,32,5,3,6,11,4,7,1,6
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapMeasureType.Factory,0,13,0,0,0,5,0,5,0,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapIntersectValueAggFunc,25,0,0,0,7,0,6,0,6,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapSerializer,70,35,4,2,22,12,8,5,5,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapMeasureType,121,16,18,0,28,5,16,4,7,4
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,RetentionPartialResult,268,0,44,0,52,0,32,0,10,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapMeasureType.new MeasureIngester() {...},85,0,8,0,17,0,8,0,4,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapDistinctCountAggFunc,36,0,4,0,10,0,7,0,5,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,BitmapIntersectDistinctCountAggFunc,25,0,0,0,7,0,6,0,6,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.bitmap,RoaringBitmapCounter,68,143,7,9,12,39,10,15,4,13
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,TimeConditionLiteralsReplacer,153,0,28,0,33,0,17,0,3,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,BuiltInFunctionTupleFilter,378,0,46,0,83,0,43,0,20,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,UnsupportedTupleFilter,19,0,0,0,7,0,6,0,6,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,DynamicTupleFilter,55,0,0,0,13,0,9,0,9,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,StringCodeSystem,10,15,2,0,2,6,3,4,2,4
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,ExtractTupleFilter,245,0,18,0,46,0,18,0,9,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,FunctionTupleFilter,5,0,0,0,2,0,1,0,1,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,ConstantTupleFilter,40,113,1,13,7,30,6,15,5,9
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,CompareTupleFilter,577,291,148,47,107,51,111,14,14,10
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,FilterCodeSystemFactory.IntegerCodeSystem,28,0,2,0,7,0,5,0,4,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,LogicalTupleFilter,186,161,36,20,40,33,34,13,10,7
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,TsConditionEraser,80,0,18,0,22,0,12,0,3,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,TupleFilterSerializer,116,217,17,22,31,64,16,16,1,7
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,ColumnTupleFilter,96,101,3,3,23,31,9,4,6,4
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,CompareTupleFilter.CompareResultType,0,34,0,0,0,2,0,1,0,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,FilterCodeSystemFactory.DecimalCodeSystem,28,0,2,0,7,0,5,0,4,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,FilterCodeSystemFactory,58,0,6,0,13,0,6,0,3,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,TupleFilter,203,664,38,68,41,156,33,48,6,21
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,FilterOptimizeTransformer,91,111,17,25,26,37,13,14,1,5
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,CaseTupleFilter,210,0,14,0,50,0,20,0,13,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.filter,TupleFilter.FilterOperatorEnum,0,257,0,0,0,6,0,3,0,3
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeSerializer,74,102,4,0,17,23,10,3,8,3
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeOrder,32,146,11,25,10,39,9,17,0,8
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataType.new BytesSerializer() {...},29,3,0,0,8,1,2,1,2,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeOrder.DecimalOrder,12,0,4,0,3,0,3,0,1,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,StringSerializer,57,0,2,0,14,0,8,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeOrder.StringOrder,0,2,0,0,0,1,0,1,0,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,IntMutable,63,0,8,0,17,0,12,0,8,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,BooleanSerializer,53,0,2,0,13,0,9,0,8,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataType,164,714,21,49,33,137,30,43,13,25
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DateTimeSerializer,23,0,0,0,9,0,7,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,BigDecimalSerializer,32,144,1,9,9,28,5,8,4,4
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeOrder.DoubleOrder,2,9,2,2,1,2,2,1,0,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeOrder.DateTimeOrder,2,9,2,2,1,2,2,1,0,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DynamicDimSerializer,38,0,0,0,11,0,8,0,8,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DoubleMutable,62,0,8,0,15,0,12,0,8,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeOrder.IntegerOrder,2,9,2,2,1,2,2,1,0,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,LongMutable,68,0,8,0,17,0,12,0,8,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DataTypeOrder.BooleanOrder,2,0,0,0,1,0,1,0,1,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,LongSerializer,37,0,0,0,13,0,7,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,Int4Serializer,24,0,0,0,9,0,7,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,Long8Serializer,22,0,0,0,9,0,7,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.datatype,DoubleSerializer,23,0,0,0,9,0,7,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.extendedcolumn,ExtendedColumnMeasureType,145,22,16,0,35,7,14,5,6,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.extendedcolumn,ExtendedColumnSerializer,9,59,2,4,2,16,3,6,1,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.extendedcolumn,ExtendedColumnMeasureType.new CapabilityResult.CapabilityInfluence() {...},14,0,0,0,3,0,3,0,3,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.extendedcolumn,ExtendedColumnMeasureType.new MeasureIngester() {...},29,91,9,9,11,20,7,6,1,3
Apache Kylin - Core Metadata,org.apache.kylin.measure.extendedcolumn,ExtendedColumnMeasureType.new MeasureType.IAdvMeasureFiller() {...},33,0,2,0,10,0,5,0,4,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.extendedcolumn,ExtendedColumnMeasureType.new MeasureAggregator() {...},44,27,13,1,16,7,10,3,3,3
Apache Kylin - Core Metadata,org.apache.kylin.measure.extendedcolumn,ExtendedColumnMeasureType.Factory,0,14,0,0,0,5,0,5,0,5
Apache Kylin - Core Metadata,org.apache.kylin.metadata.tuple,Tuple,448,0,77,0,94,0,68,0,25,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.tuple,ITupleIterator,0,5,0,0,0,1,0,1,0,1
Apache Kylin - Core Metadata,org.apache.kylin.metadata.tuple,ITupleIterator.new ITupleIterator() {...},1,8,0,0,1,4,1,4,1,4
Apache Kylin - Core Metadata,org.apache.kylin.metadata.tuple,CompoundTupleIterator,53,0,6,0,13,0,9,0,6,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.tuple,TupleInfo,173,0,10,0,34,0,18,0,13,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.tuple,SimpleTupleIterator,20,0,0,0,7,0,5,0,5,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.dim,DimCountDistinctCounter,103,0,4,0,24,0,11,0,9,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.dim,DimCountDistincSerializer,70,0,0,0,20,0,6,0,6,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.dim,DimCountDistinctAggFunc,41,0,4,0,13,0,9,0,7,0
Apache Kylin - Core Metadata,org.apache.kylin.measure.dim,DimCountDistinctMeasureType,37,12,2,0,8,4,5,4,4,4
Apache Kylin - Core Metadata,org.apache.kylin.measure.dim,DimCountDistinctMeasureType.Factory,0,13,0,0,0,5,0,5,0,5
Apache Kylin - Core Metadata,org.apache.kylin.measure.dim,DimCountDistinctAggregator,37,0,2,0,13,0,7,0,6,0
Apache Kylin - Core Metadata,org.apache.kylin.source,SourceManager,218,0,6,0,46,0,16,0,13,0
Apache Kylin - Core Metadata,org.apache.kylin.source,SourceManager.new ISourceAware() {...},13,0,0,0,3,0,3,0,3,0
Apache Kylin - Core Metadata,org.apache.kylin.source,SourceManager.new RemovalListener() {...},24,0,2,0,8,0,3,0,2,0
Apache Kylin - Core Metadata,org.apache.kylin.source,IReadableTable.TableSignature,156,0,18,0,40,0,20,0,11,0
Apache Kylin - Core Metadata,org.apache.kylin.source,SourcePartition,102,0,4,0,29,0,14,0,12,0
Apache Kylin - Core Metadata,org.apache.kylin.metadata.draft,DraftManager,39,116,4,10,14,29,7,11,3,8
